stat	value
thetaS_last_obs_p_mean	0.9992945
thetaI_last_obs_p_mean	0.0001558504
thetaR_last_obs_p_mean	0.000549644
thetaS_last_obs_p_ci_low	0.9991863
thetaS_last_obs_p_ci_med	0.9992954
thetaS_last_obs_p_ci_up	0.9993976
thetaI_last_obs_p_ci_low	0.0001092755
thetaI_last_obs_p_ci_med	0.0001550023
thetaI_last_obs_p_ci_up	0.0002079214
thetaR_last_obs_p_ci_low	0.0004593124
thetaR_last_obs_p_ci_med	0.0005487165
thetaR_last_obs_p_ci_up	0.0006455182
R0_p_mean	1.661115
R0_p_ci_low	0.7982886
R0_p_ci_med	1.539919
R0_p_ci_up	3.220084
gamma_p_mean	0.05686549
gamma_p_ci_low	0.009785236
gamma_p_ci_med	0.04927592
gamma_p_ci_up	0.1450157
beta_p_mean	0.08596579
beta_p_ci_low	0.01485784
beta_p_ci_med	0.07931485
beta_p_ci_up	0.1946287
incidence_mean	0.02437026
incidence_ci_low	0.0001412714
incidence_ci_median	0.001412679
incidence_ci_up	0.2685978
thetaI_tp1_mean	0.006151865
thetaI_tp1_ci_low	0
thetaI_tp1_ci_med	0
thetaI_tp1_ci_up	0.06682562
thetaR_tp1_mean	0.01290403
thetaR_tp1_ci_low	0
thetaR_tp1_ci_med	0.001688727
thetaR_tp1_ci_up	0.1180596
Y_tp1_mean	0.006152577
Y_tp1_ci_low	0
Y_tp1_ci_med	0
Y_tp1_ci_up	0.0667593
R_tp1_mean	0.01290318
R_tp1_ci_low	0
R_tp1_ci_med	0.001687869
R_tp1_ci_up	0.1184433
thetaI_tp2_mean	NA
thetaI_tp2_ci_low	NA
thetaI_tp2_ci_med	NA
thetaI_tp2_ci_up	NA
thetaR_tp2_mean	NA
thetaR_tp2_ci_low	NA
thetaR_tp2_ci_med	NA
thetaR_tp2_ci_up	NA
Y_tp2_mean	NA
Y_tp2_ci_low	NA
Y_tp2_ci_med	NA
Y_tp2_ci_up	NA
R_tp2_mean	NA
R_tp2_ci_low	NA
R_tp2_ci_med	NA
R_tp2_ci_up	NA
thetaR_max_mean	0.01697488
thetaR_max_ci_low	0
thetaR_max_ci_med	0.001761419
thetaR_max_ci_up	0.1714518
cumInf_mean	0.02441835
cumInf_ci_low	0
cumInf_ci_med	0.001928355
cumInf_ci_up	0.2657667
dthetaI_tp1_date	01/12/21
first_tp_mean	09/11/20
first_tp_ci_low	07/11/20
first_tp_ci_med	08/09/20
first_tp_ci_up	01/24/21
dthetaI_tp2_date	01/12/21
second_tp_mean	09/14/20
second_tp_ci_low	07/13/20
second_tp_ci_med	08/11/20
second_tp_ci_up	01/24/21
end_p_mean	12/05/20
end_p_ci_low	09/08/20
end_p_ci_med	01/04/21
end_p_ci_up	01/24/21
begin_str	07/09/2020
