Dates	variable	value	upper_ci	color	type
2020-03-15	True	6	NA	Observed	solid
2020-03-16	True	7	NA	Observed	solid
2020-03-17	True	9	NA	Observed	solid
2020-03-18	True	14	NA	Observed	solid
2020-03-19	True	15	NA	Observed	solid
2020-03-20	True	15	NA	Observed	solid
2020-03-21	True	20	NA	Observed	solid
2020-03-22	True	26	NA	Observed	solid
2020-03-23	True	33	NA	Observed	solid
2020-03-24	True	41	NA	Observed	solid
2020-03-25	True	51	NA	Observed	solid
2020-03-26	True	55	NA	Observed	solid
2020-03-27	True	64	NA	Observed	solid
2020-03-28	True	81	NA	Observed	solid
2020-03-29	True	83	NA	Observed	solid
2020-03-30	True	88	NA	Observed	solid
2020-03-31	True	101	NA	Observed	solid
2020-04-01	True	110	NA	Observed	solid
2020-04-02	True	124	NA	Observed	solid
2020-04-03	True	128	NA	Observed	solid
2020-04-04	True	144	NA	Observed	solid
2020-04-05	True	151	NA	Observed	solid
2020-04-06	True	163	NA	Observed	solid
2020-04-07	True	175	NA	Observed	solid
2020-04-08	True	181	NA	Observed	solid
2020-04-09	True	197	NA	Observed	solid
2020-04-10	True	207	NA	Observed	solid
2020-04-11	True	215	NA	Observed	solid
2020-04-12	True	232	NA	Observed	solid
2020-04-13	True	247	NA	Observed	solid
2020-04-14	True	260	NA	Observed	solid
2020-04-15	True	279	NA	Observed	solid
2020-04-16	True	315	NA	Observed	solid
2020-04-17	True	359	NA	Observed	solid
2020-04-18	True	384	NA	Observed	solid
2020-04-19	True	390	NA	Observed	solid
2020-04-20	True	408	NA	Observed	solid
2020-04-21	mod_2	468	2520	Social distancing	solid
2020-04-21	mod_3	486	2517	No intervention	solid
2020-04-21	mod_4	427	2499	Lockdown with moderate release	solid
2020-04-22	mod_2	536	2865	Social distancing	solid
2020-04-22	mod_3	570	2887	No intervention	solid
2020-04-22	mod_4	446	2568	Lockdown with moderate release	solid
2020-04-23	mod_2	610	3485	Social distancing	solid
2020-04-23	mod_3	678	3645	No intervention	solid
2020-04-23	mod_4	471	2990	Lockdown with moderate release	solid
2020-04-24	mod_2	699	3928	Social distancing	solid
2020-04-24	mod_3	808	4357	No intervention	solid
2020-04-24	mod_4	493	3119	Lockdown with moderate release	solid
2020-04-25	mod_2	797	4131	Social distancing	solid
2020-04-25	mod_3	973	5374	No intervention	solid
2020-04-25	mod_4	518	3297	Lockdown with moderate release	solid
2020-04-26	mod_2	922	5249	Social distancing	solid
2020-04-26	mod_3	1190	6734	No intervention	solid
2020-04-26	mod_4	543	3688	Lockdown with moderate release	solid
2020-04-27	mod_2	1068	6027	Social distancing	solid
2020-04-27	mod_3	1471	8332	No intervention	solid
2020-04-27	mod_4	570	3619	Lockdown with moderate release	solid
2020-04-28	mod_2	1246	6992	Social distancing	solid
2020-04-28	mod_3	1835	10449	No intervention	solid
2020-04-28	mod_4	598	4065	Lockdown with moderate release	solid
